hopetown_14_15,midrand_ew_5,pvlib_hopetown_0_15,pvlib_hopetown_0_15_0.9
86.33293113,72.04640674,91.45434275,82.30890847
78.31200515,64.16114058,88.84915175,79.96423658
78.31200515,64.16114058,84.54459648,76.09013684
64.70997153,52.74033929,79.04035498,71.13631948
64.70997153,52.74033929,71.6086965,64.44782685
45.04018777,36.77232193,63.20736351,56.88662716
45.04018777,36.77232193,52.62251244,47.36026119
22.21722139,19.23246049,42.03242524,37.82918272
22.21722139,19.23246049,31.28853486,28.15968137
3.021211531,1.760761682,19.27374611,17.3463715
3.021211531,1.760761682,6.271309052,5.644178146
0,0,4.55987064,4.103883576
0,0,2.29470684,2.065236156
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.020383647,0.203815052,0,0
0.020383647,0.203815052,0,0
10.31451922,11.68259201,0,0
10.31451922,11.68259201,6.479720335,5.831748301
31.47754881,28.67853412,17.48573167,15.7371585
31.47754881,28.67853412,27.73311831,24.95980648
51.83190754,46.80704826,39.62488233,35.6623941
51.83190754,46.80704826,49.58059693,44.62253724
68.2158487,58.52922842,59.54335426,53.58901884
68.2158487,58.52922842,67.94636362,61.15172726
79.21460819,64.88724291,75.76028725,68.18425852
79.21460819,64.88724291,81.08665227,72.97798704
84.88399539,66.3640436,85.24653013,76.72187712
84.88399539,66.3640436,88.52390594,79.67151535
85.29447533,66.50576715,90.83277349,81.74949614
85.29447533,66.50576715,91.792034,82.6128306
81.23498509,63.31480945,91.70168753,82.53151877
81.23498509,63.31480945,89.92291061,80.93061955
72.88057213,57.35263513,87.04874185,78.34386767
72.88057213,57.35263513,82.90093501,74.61084151
59.03161605,47.16783184,77.58679561,69.82811605
59.03161605,47.16783184,70.88501361,63.79651225
40.55176925,32.4283486,62.99246273,56.69321646
40.55176925,32.4283486,52.70351466,47.43316319
20.17365442,16.31423533,42.18664806,37.96798325
20.17365442,16.31423533,31.25429457,28.12886511
6.376445567,1.791342333,19.33291256,17.39962131
6.376445567,1.791342333,6.33598587,5.702387283
0,0,4.60352286,4.143170574
0,0,2.318238812,2.08641493
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.028886467,0,0
0,0.028886467,0,0
9.692796739,5.723922372,0,0
9.692796739,5.723922372,6.391889825,5.752700843
29.45592801,15.09242258,17.23961882,15.51565693
29.45592801,15.09242258,27.41909805,24.67718824
48.48410385,21.80536208,39.16258,35.246322
48.48410385,21.80536208,48.95556273,44.06000646
62.74521421,29.29663277,58.7639687,52.88757183
62.74521421,29.29663277,66.64968906,59.98472016
73.85686009,37.40891376,73.77070314,66.39363282
73.85686009,37.40891376,79.52077929,71.56870136
77.5228308,40.98338446,84.40826433,75.9674379
77.5228308,40.98338446,88.2807882,79.45270938
80.5106833,36.79274002,91.23017455,82.10715709
80.5106833,36.79274002,92.14450096,82.93005087
74.53125,31.19598897,91.98939795,82.79045816
74.53125,31.19598897,90.21236217,81.19112595
67.62801654,24.70937527,87.32949902,78.59654912
67.62801654,24.70937527,83.07131821,74.76418639
55.27261727,22.78938953,77.65857395,69.89271656
55.27261727,22.78938953,70.38783448,63.34905103
38.16778403,17.90211056,62.20187513,55.98168762
38.16778403,17.90211056,52.45291118,47.20762006
19.71890252,10.63469757,42.19830152,37.97847137
19.71890252,10.63469757,30.94009368,27.84608431
2.799207523,0.988033033,19.2597196,17.33374764
2.799207523,0.988033033,6.653911012,5.98851991
0,0,4.566367879,4.109731092
0,0,2.301051709,2.070946538
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.85E-05,0.177070425,0,0
1.85E-05,0.177070425,0,0
10.39009287,13.07832187,0,0
10.39009287,13.07832187,6.247073691,5.622366322
31.65063381,31.24229606,16.79051911,15.1114672
31.65063381,31.24229606,26.73129263,24.05816337
51.64202142,50.15377744,38.21008787,34.38907908
51.64202142,50.15377744,48.16158735,43.34542861
67.18724919,62.68691129,58.38621102,52.54758991
67.18724919,62.68691129,66.48663044,59.8379674
78.28748644,71.87267434,73.94658985,66.55193086
78.28748644,71.87267434,80.44330773,72.39897696
84.32454582,76.51563256,86.20389297,77.58350368
84.32454582,76.51563256,89.99445693,80.99501123
84.97655911,77.32780634,92.75992195,83.48392976
84.97655911,77.32780634,93.39901607,84.05911447
80.33337852,73.55620301,92.93110807,83.63799727
80.33337852,73.55620301,91.22455911,82.1021032
71.81043926,65.57005919,88.35421973,79.51879775
71.81043926,65.57005919,83.99545627,75.59591065
58.07317652,53.75840013,78.46623656,70.6196129
58.07317652,53.75840013,71.19129357,64.07216421
40.30075244,37.57317231,62.93283894,56.63955504
40.30075244,37.57317231,52.90474731,47.61427258
20.22007694,19.4715315,42.46740011,38.2206601
20.22007694,19.4715315,31.1456489,28.03108401
5.04860019,1.743203608,19.44975536,17.50477982
5.04860019,1.743203608,6.792340678,6.11310661
0,0,4.602908931,4.142618038
0,0,2.318161837,2.086345653
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.030717214,0,0
0,0.030717214,0,0
10.72667604,1.101556854,0,0
10.72667604,1.101556854,6.069718473,5.462746626
33.30436551,2.768524915,16.21887438,14.59698694
33.30436551,2.768524915,25.9848582,23.38637238
54.66441161,20.30092249,37.07688911,33.3692002
54.66441161,20.30092249,46.92407551,42.23166796
71.9736917,25.76196773,57.10010471,51.39009424
71.9736917,25.76196773,65.54762928,58.99286635
84.65907674,80.45799829,73.61414765,66.25273289
84.65907674,80.45799829,77.56707689,69.8103692
86.33055179,80.30203238,80.1843516,72.16591644
86.33055179,80.30203238,77.96073453,70.16466108
86.33190754,89.84933244,74.53445351,67.08100816
86.33190754,89.84933244,81.08578346,72.97720511
86.33214479,46.49625389,86.60524836,77.94472353
86.33214479,46.49625389,88.52522997,79.67270697
77.83234816,6.157569186,88.79379389,79.9144145
77.83234816,6.157569186,75.95428391,68.35885552
63.46591649,4.975237643,64.71603697,58.24443327
63.46591649,4.975237643,58.18719478,52.3684753
44.50530775,5.983545749,51.51180645,46.36062581
44.50530775,5.983545749,39.27225768,35.34503191
22.20287758,1.837317059,29.29315644,26.3638408
22.20287758,1.837317059,22.11785754,19.90607178
2.675880813,0.37468141,15.45916106,13.91324495
2.675880813,0.37468141,10.57159762,9.514437856
0,0,6.179050734,5.561145661
0,0,3.1095961,2.79863649
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.029812413,0,0
0,0.029812413,0,0
9.890676688,5.145698062,0,0
9.890676688,5.145698062,6.159529251,5.543576326
31.17823346,17.39932758,16.67002816,15.00302535
31.17823346,17.39932758,27.0938564,24.38447076
51.10680925,35.26781914,39.37579567,35.43821611
51.10680925,35.26781914,49.78337575,44.80503818
66.68257185,51.24192231,60.45610521,54.41049469
66.68257185,51.24192231,69.09679474,62.18711526
77.94771556,86.8942242,77.13903826,69.42513444
77.94771556,86.8942242,83.10011424,74.79010281
84.99155369,81.48348654,88.02644393,79.22379954
84.99155369,81.48348654,91.2641588,82.13774292
85.86497424,27.69375324,93.37115933,84.03404339
85.86497424,27.69375324,93.81510414,84.43359372
79.83388015,6.920907012,93.16154013,83.84538612
79.83388015,6.920907012,91.12413234,82.0117191
71.57634897,6.157290902,88.02740507,79.22466456
71.57634897,6.157290902,83.94314285,75.54882857
57.65624322,4.964546157,78.65920361,70.79328325
57.65624322,4.964546157,71.85290804,64.66761723
40.40437907,3.501359862,63.89105686,57.50195117
40.40437907,3.501359862,53.769711,48.3927399
20.55769048,1.845513551,43.22451227,38.90206105
20.55769048,1.845513551,32.15675313,28.94107782
2.841464293,0.363995545,20.08202326,18.07382093
2.841464293,0.363995545,6.673178385,6.005860547
0,0,4.674427696,4.206984927
0,0,2.352461062,2.117214956
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.262306977,0,0
0,0.262306977,0,0
9.116608765,9.535030002,0,0
9.116608765,9.535030002,5.970957161,5.373861445
28.06079006,30.0382583,16.11553261,14.50397935
28.06079006,30.0382583,26.41348834,23.77213951
46.30563313,33.2660614,38.68072069,34.81264862
46.30563313,33.2660614,48.8483895,43.96355055
60.54898319,57.82204459,59.09257437,53.18331693
60.54898319,57.82204459,68.00162814,61.20146532
72.03235493,55.31906542,76.52596227,68.87336604
72.03235493,55.31906542,82.81611114,74.53450003
78.69426518,45.94803027,88.19326242,79.37393618
78.69426518,45.94803027,91.5715844,82.41442596
79.79497695,21.6814925,93.84462452,84.46016207
79.79497695,21.6814925,94.9951517,85.49563653
74.01571312,31.24630628,94.98496497,85.48646848
74.01571312,31.24630628,92.55934535,83.30341081
67.10488069,33.78546492,89.05625815,80.15063233
67.10488069,33.78546492,84.47410583,76.02669525
54.30032877,13.36767372,78.77661188,70.89895069
54.30032877,13.36767372,70.13811686,63.12430518
38.98175502,3.27480013,61.32658664,55.19392798
38.98175502,3.27480013,52.54249581,47.28824622
19.94927467,7.251206239,42.66320255,38.39688229
19.94927467,7.251206239,31.57912896,28.42121606
2.783017345,2.204982562,19.84293036,17.85863733
2.783017345,2.204982562,6.987121672,6.288409505
0,0,4.623821359,4.161439223
0,0,2.328128569,2.095315712
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.11138424,0,0
0,0.11138424,0,0
8.966229155,13.15172223,0,0
8.966229155,13.15172223,1.527286724,1.374558051
29.78839479,33.45082554,3.042607124,2.738346412
29.78839479,33.45082554,3.227225415,2.904502873
49.89713259,53.19158367,3.410458856,3.069412971
49.89713259,53.19158367,6.41977677,5.777799093
66.70751085,67.54744696,9.419712341,8.477741107
66.70751085,67.54744696,14.57629211,13.1186629
77.62514913,80.35217227,19.6268374,17.66415366
77.62514913,80.35217227,39.36664188,35.42997769
84.69497695,84.12019314,59.37558267,53.4380244
84.69497695,84.12019314,47.02068645,42.31861781
85.89876627,83.95286251,33.79797239,30.41817515
85.89876627,83.95286251,31.91154982,28.72039484
82.86654691,79.0460076,30.03611037,27.03249933
82.86654691,79.0460076,51.79321339,46.61389205
74.38593411,70.16796686,70.59726309,63.53753678
74.38593411,70.16796686,73.03265514,65.72938963
60.71488612,57.1314898,72.97603788,65.67843409
60.71488612,57.1314898,59.66004693,53.69404224
42.43986239,39.10069862,48.69318196,43.82386376
42.43986239,39.10069862,36.96261637,33.26635474
21.41680111,19.56760418,26.84041787,24.15637608
21.41680111,19.56760418,14.84281438,13.35853294
2.572888846,3.777534505,3.047821646,2.743039482
2.572888846,3.777534505,2.316297518,2.084667766
0,0,1.581056108,1.422950497
0,0,0.792590323,0.713331291
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.097083472,0,0
0,0.097083472,0,0
11.02828769,11.02085975,0,0
11.02828769,11.02085975,2.845168156,2.56065134
36.73445973,28.38376361,5.667067998,5.100361199
36.73445973,28.38376361,14.90394557,13.41355102
61.24243492,46.37611746,25.30446411,22.7740177
61.24243492,46.37611746,27.00362497,24.30326247
85.05418248,59.44682477,27.64539027,24.88085124
85.05418248,59.44682477,40.06133549,36.05520194
86.33133812,69.19290529,53.12603482,47.81343134
86.33133812,69.19290529,40.12011429,36.10810286
60.86777386,74.43097509,25.61935257,23.05741731
60.86777386,74.43097509,39.84631106,35.86167996
56.14753932,74.80010964,53.52120789,48.1690871
56.14753932,74.80010964,43.29613483,38.96652134
52.63532741,72.52541641,32.77650064,29.49885058
52.63532741,72.52541641,57.37006305,51.63305674
49.47140049,64.82605913,77.96472632,70.16825369
49.47140049,64.82605913,70.05847075,63.05262367
38.61835005,53.51493368,62.59541912,56.33587721
38.61835005,53.51493368,59.76458922,53.78813029
32.50853783,38.20761077,55.33839659,49.80455693
32.50853783,38.20761077,37.42714448,33.68443003
19.05383168,19.84415494,23.42195715,21.07976144
19.05383168,19.84415494,18.83717775,16.95345997
5.510445618,3.94139933,14.14320146,12.72888131
5.510445618,3.94139933,9.971932286,8.974739057
0,0,6.011761859,5.410585673
0,0,3.021756003,2.719580403
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.080749607,0,0
0,0.080749607,0,0
6.117243848,11.39356461,0,0
6.117243848,11.39356461,1.607604826,1.446844343
16.60731087,30.18570553,3.204107451,2.883696706
16.60731087,30.18570553,9.58344362,8.625099258
27.36613341,48.45134484,15.92196572,14.32976915
27.36613341,48.45134484,25.9893393,23.39040537
36.903508,63.35807121,36.64346091,32.97911481
36.903508,63.35807121,42.08012392,37.87211153
45.50822939,73.92296059,47.41689257,42.67520331
45.50822939,73.92296059,52.28996427,47.06096784
46.00986307,78.55024736,57.02104135,51.31893721
46.00986307,78.55024736,59.58024514,53.62222063
50.45980545,79.13501988,61.91226735,55.72104061
50.45980545,79.13501988,46.84350913,42.15915822
47.60838191,75.86029478,31.26806792,28.14126113
47.60838191,75.86029478,23.95560337,21.56004303
41.82622695,67.41494448,16.52018001,14.86816201
41.82622695,67.41494448,22.78528401,20.50675561
33.31956684,55.38932931,28.93606223,26.04245601
33.31956684,55.38932931,30.77490054,27.69741049
24.91917028,38.71331636,32.42613001,29.18351701
24.91917028,38.71331636,28.03893275,25.23503947
16.17174959,20.04170438,23.61279902,21.25151912
16.17174959,20.04170438,14.91801097,13.42620987
5.793592394,3.982588529,6.286155438,5.657539894
5.793592394,3.982588529,6.339236954,5.705313259
0,0,6.392293521,5.753064169
0,0,3.212583116,2.891324805
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.097403264,0,0
0,0.097403264,0,0
11.60239205,13.4896269,0,0
11.60239205,13.4896269,5.41736998,4.875632982
38.33460209,34.75242341,13.84365181,12.45928663
38.33460209,34.75242341,23.83164885,21.44848396
63.26890591,54.10589894,36.4247288,32.78225592
63.26890591,54.10589894,46.68066593,42.01259934
82.22199024,70.65531779,57.36943411,51.6324907
82.22199024,70.65531779,66.05979285,59.45381356
86.3273929,81.63501447,74.31851658,66.88666492
86.3273929,81.63501447,79.81414589,71.8327313
52.79157402,51.92560383,84.23919407,75.81527466
52.79157402,51.92560383,83.08941188,74.78047069
51.10905979,53.24929193,80.62357941,72.56122147
51.10905979,53.24929193,87.79867315,79.01880584
53.61125271,45.43794018,93.60087891,84.24079102
53.61125271,45.43794018,82.37834755,74.14051279
45.51840089,38.71463122,71.52691503,64.37422353
45.51840089,38.71463122,40.30633209,36.27569888
31.69070973,27.92062711,8.160618272,7.344556445
31.69070973,27.92062711,8.547545178,7.69279066
21.52434924,19.49113175,8.934864896,8.041378406
21.52434924,19.49113175,8.662333819,7.796100437
10.56785012,11.7591969,8.38883336,7.549950024
10.56785012,11.7591969,5.708687521,5.137818769
3.399469987,2.983910112,3.010278925,2.709251033
3.399469987,2.983910112,2.305250341,2.074725307
0,0,1.585306237,1.426775613
0,0,0.797498449,0.717748604
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.140190189,0,0
0,0.140190189,0,0
10.0253508,14.86232717,0,0
10.0253508,14.86232717,5.488192003,4.939372803
33.97687771,38.2014958,14.65424796,13.18882316
33.97687771,38.2014958,25.02864137,22.52577723
56.94585819,59.02593167,37.88323284,34.09490956
56.94585819,59.02593167,48.31588598,43.48429738
75.12119035,75.03093782,58.97580726,53.07822654
75.12119035,75.03093782,67.65185362,60.88666826
86.33303281,83.39641916,75.68771898,68.11894708
86.33303281,83.39641916,81.78273634,73.6044627
86.32955531,48.71048274,86.90304721,78.21274249
86.32955531,48.71048274,90.25508757,81.22957882
86.33084328,62.21882399,92.50222287,83.25200058
86.33084328,62.21882399,92.50854802,83.25769322
86.33050434,55.18954751,91.49735599,82.3476204
86.33050434,55.18954751,80.90854726,72.81769254
81.78461226,49.63639604,70.44134381,63.39720943
81.78461226,49.63639604,75.85593403,68.27034062
67.13754745,22.98566664,77.9100241,70.11902169
67.13754745,22.98566664,71.60092822,64.4408354
47.09085209,8.392119515,63.96995991,57.57296392
47.09085209,8.392119515,54.70330278,49.2329725
23.93001457,1.875782955,44.42580608,39.98322548
23.93001457,1.875782955,32.87535392,29.58781853
2.93287139,0.371928107,20.74187793,18.66769014
2.93287139,0.371928107,7.090386367,6.381347731
0,0,4.755785322,4.28020679
0,0,2.398453135,2.158607822
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.050693526,0,0
0,0.050693526,0,0
9.067527284,12.21239536,0,0
9.067527284,12.21239536,5.441593635,4.897434272
31.73191771,32.68428804,14.93961058,13.44564953
31.73191771,32.68428804,25.21886753,22.69698078
53.02939601,52.47111508,37.55111259,33.79600133
53.02939601,52.47111508,48.07474093,43.26726683
71.06107646,67.36586912,58.93249398,53.03924458
71.06107646,67.36586912,67.75618429,60.98056586
83.27416621,77.73637228,76.0512266,68.44610394
83.27416621,77.73637228,82.22546432,74.00291789
86.33261253,83.31775082,87.41619695,78.67457726
86.33261253,83.31775082,90.85187435,81.76668692
86.33153471,84.3012217,93.18064916,83.86258425
86.33153471,84.3012217,93.24851146,83.92366031
86.17320363,79.14765328,92.26077901,83.03470111
86.17320363,79.14765328,88.28756646,79.45880982
77.87131914,70.84717151,83.69578806,75.32620925
77.87131914,70.84717151,71.24053328,64.11647995
64.16848563,58.47838857,60.16502785,54.14852506
64.16848563,58.47838857,51.34566314,46.21109683
45.31044265,40.5423552,43.26716193,38.94044574
45.31044265,40.5423552,46.80989786,42.12890807
23.98667977,21.30018633,43.60066202,39.24059582
23.98667977,21.30018633,29.9251182,26.93260638
3.019048476,3.915778286,20.13800929,18.12420837
3.019048476,3.915778286,8.507503974,7.656753577
0,0,2.152476925,1.937229233
0,0,1.082751253,0.974476128
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.046380267,0,0
0,0.046380267,0,0
5.069412622,8.524511415,0,0
5.069412622,8.524511415,3.563505863,3.207155277
14.18877271,18.84497859,7.247306857,6.522576171
14.18877271,18.84497859,18.9892351,17.09031159
24.01078159,36.06724286,36.13796842,32.52417158
24.01078159,36.06724286,46.68557173,42.01701455
35.18007728,46.98902469,57.79927335,52.01934602
35.18007728,46.98902469,66.51895423,59.8670588
42.79925434,50.66244329,74.72946712,67.25652041
42.79925434,50.66244329,81.21574352,73.09416916
44.52595241,57.73555997,86.81017826,78.12916043
44.52595241,57.73555997,90.70648586,81.63583727
40.98600868,58.6672723,93.56025716,84.20423144
40.98600868,58.6672723,95.17991228,85.66192105
42.15086768,60.26247894,95.64561955,86.0810576
42.15086768,60.26247894,93.53418591,84.18076732
38.06148319,56.66225534,90.30296917,81.27267226
38.06148319,56.66225534,86.14259524,77.52833572
